SignId,Id,X,Y,Z,Retro,Normalized_retro,Angle,Distance,UTC,R,G,B,H,S,B,pX,pY,
1,426861,33.7734640,-84.3991046,297.721,0.71,64527.6470.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.491
1,426988,33.7734636,-84.3991048,297.723,0.73,64527.6600.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.490
1,427115,33.7734632,-84.3991048,297.722,0.75,64527.6740.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.491
1,427116,33.7734631,-84.3991049,297.570,0.62,64527.6740.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.628
1,427242,33.7734627,-84.3991049,297.722,0.76,64527.6870.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.491
1,427243,33.7734626,-84.3991048,297.571,0.71,64527.6870.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.627
1,427369,33.7734623,-84.3991049,297.873,0.71,64527.7000.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.354
1,427370,33.7734622,-84.3991050,297.724,0.75,64527.7000.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.489
1,427371,33.7734622,-84.3991051,297.575,0.74,64527.7000.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.623
1,427497,33.7734618,-84.3991049,297.870,0.74,64527.7140.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.357
1,427498,33.7734618,-84.3991051,297.723,0.76,64527.7140.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.490
1,427499,33.7734618,-84.3991052,297.575,0.73,64527.7140.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.623
1,427626,33.7734614,-84.3991051,297.869,0.74,64527.7270.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.358
1,427627,33.7734613,-84.3991051,297.722,0.76,64527.7270.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.491
1,427628,33.7734613,-84.3991052,297.576,0.73,64527.7270.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.622
1,427629,33.7734613,-84.3991054,297.429,0.70,64527.7270.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.755
1,427755,33.7734610,-84.3991053,298.017,0.71,64527.7400.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.224
1,427756,33.7734609,-84.3991051,297.869,0.74,64527.7400.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.358
1,427757,33.7734610,-84.3991054,297.725,0.74,64527.7400.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.488
1,427758,33.7734609,-84.3991054,297.579,0.73,64527.7400.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.620
1,427759,33.7734609,-84.3991054,297.433,0.73,64527.7400.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.752
1,427885,33.7734606,-84.3991054,298.013,0.72,64527.7530.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.228
1,427886,33.7734605,-84.3991053,297.868,0.74,64527.7530.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.359
1,427887,33.7734604,-84.3991052,297.722,0.75,64527.7540.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.491
1,427888,33.7734605,-84.3991056,297.579,0.73,64527.7540.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.620
1,427889,33.7734604,-84.3991055,297.434,0.75,64527.7540.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.751
1,428016,33.7734600,-84.3991053,298.010,0.75,64527.7670.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.230
1,428017,33.7734601,-84.3991054,297.867,0.75,64527.7670.000,0.000,0.00000,-1,-1,-1,0.0,0.000,1.000,inf,0.360
